Location,End Date,Fiscal Year,Week,Period,Item,Category,Sub Category,Group with,Counts,Quantity (#),Discount ($),Total ($),Order Type,Number,Area
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,50,33.9,888.4,Dine In,50,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,52,0,808.45,Dine In,52,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,50,0,741.45,Dine In,50,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,37,0,596.5,Dine In,37,SoCal 4
Long Beach,3/9/25,2025,10,3,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,33,0,572.8,Dine In,33,SoCal 4
Long Beach,3/9/25,2025,10,3,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,33,0,558.3,Dine In,33,SoCal 4
Long Beach,3/9/25,2025,10,3,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,29,0,413,Dine In,29,SoCal 4
Long Beach,3/9/25,2025,10,3,957. THE DAMON BRUCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,21,33.9,377.45,Dine In,21,SoCal 4
Long Beach,3/9/25,2025,10,3,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,23,0,363.5,Dine In,23,SoCal 4
Long Beach,3/9/25,2025,10,3,422. BEAST MODE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,17,0,312.1,Dine In,17,SoCal 4
Long Beach,3/9/25,2025,10,3,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,18,0,275.5,Dine In,18,SoCal 4
Long Beach,3/9/25,2025,10,3,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,15,0,254.25,Phone Order,15,SoCal 4
Long Beach,3/9/25,2025,10,3,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,16,0,244,Dine In,16,SoCal 4
Long Beach,3/9/25,2025,10,3,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,15,0,241.95,Dine In,15,SoCal 4
Long Beach,3/9/25,2025,10,3,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,17,0,234.1,Dine In,17,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,16,0,232,Phone Order,16,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,12,0,230.6,Take Out,12,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,15,0,223.45,Dine In,15,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,12,0,219.4,Take Out,12,SoCal 4
Long Beach,3/9/25,2025,10,3,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,12,0,215.35,Dine In,12,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,12,0,211.65,Take Out,12,SoCal 4
Long Beach,3/9/25,2025,10,3,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,13,0,195.45,Dine In,13,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,10,0,193.3,Take Out,10,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,10,0,192.85,Take Out,10,SoCal 4
Long Beach,3/9/25,2025,10,3,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,12,14.5,191.95,Dine In,12,SoCal 4
Long Beach,3/9/25,2025,10,3,61. SOMETIMES I'M A VEGETARIAN,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,12,0,173.5,Dine In,12,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,10,0,172.2,Take Out,10,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,11,0,170.5,Dine In,11,SoCal 4
Long Beach,3/9/25,2025,10,3,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,11,0,168.45,Dine In,11,SoCal 4
Long Beach,3/9/25,2025,10,3,89. SF GIANTS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,16.95,166.05,Dine In,9,SoCal 4
Long Beach,3/9/25,2025,10,3,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,11,0,159.5,Dine In,11,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,156.75,Take Out,9,SoCal 4
Long Beach,3/9/25,2025,10,3,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,10,0,155,Dine In,10,SoCal 4
Long Beach,3/9/25,2025,10,3,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,153.55,Dine In,9,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,152,Take Out,9,SoCal 4
Long Beach,3/9/25,2025,10,3,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,11,0,148.5,Dine In,11,SoCal 4
Long Beach,3/9/25,2025,10,3,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,146.35,Take Out,9,SoCal 4
Long Beach,3/9/25,2025,10,3,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,10,0,142.45,Dine In,10,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,135.55,Dine In,9,SoCal 4
Long Beach,3/9/25,2025,10,3,346. JOHN WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,8,0,134.9,Dine In,8,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,8,0,129.8,Take Out,8,SoCal 4
Long Beach,3/9/25,2025,10,3,1. ELVIS KIETH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,9,0,126,Dine In,9,SoCal 4
Long Beach,3/9/25,2025,10,3,6. HOT MOMMA HUDA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,8,0,123,Dine In,8,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,121.5,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,117.9,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,115.4,Take Out,7,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,113.6,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,110.5,Dine In,7,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,107.2,Take Out,7,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,106.8,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,105.15,Take Out,7,SoCal 4
Long Beach,3/9/25,2025,10,3,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,103.75,Take Out,7,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,102.5,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,101.2,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,101,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,840. MILLENNIAL FALCONS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,100.5,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,98.95,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,2929. J MAC,MEAT SANDWICHES,Sandwich,Meat Sandwiches,1,5,0,98.65,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,98.2,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,97.7,Take Out,6,SoCal 4
Long Beach,3/9/25,2025,10,3,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,97.1,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,97,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,1122. TAILOR'S BOOTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,6,0,94.5,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,206. XXX-TINA,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,6,0,94.5,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,16.95,90.7,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,5577. JEFF GARCIA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,90.3,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,89.25,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,88.65,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,87.85,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,84.8,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,84.25,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,129. RANDY HAHN (Ham),MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,7,0,83.65,Dine In,7,SoCal 4
Long Beach,3/9/25,2025,10,3,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,15.95,79.75,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,311. LOVE TRIANGLE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,5,15.95,79.75,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,75. BARRY ZITO,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,79.4,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,77.05,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,500. ARASH MARKAZI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,77,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,77,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,77,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,74.1,Take Out,5,SoCal 4
Long Beach,3/9/25,2025,10,3,55. LINCECUM,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,73.8,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,72.5,Phone Order,5,SoCal 4
Long Beach,3/9/25,2025,10,3,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,5,0,72.5,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,895. CLUELESS,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,5,13.5,72,Dine In,5,SoCal 4
Long Beach,3/9/25,2025,10,3,23. MICHAEL JORDAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,6,0,71.7,Dine In,6,SoCal 4
Long Beach,3/9/25,2025,10,3,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,69.45,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,6. HOT MOMMA HUDA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,67.65,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,67.3,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,67.2,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,66.3,Phone Order,4,SoCal 4
Long Beach,3/9/25,2025,10,3,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,64.5,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,25. BARRY BONDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,64,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,150. DIRTY REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,63.8,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,62.9,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,125. 756,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,62.5,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,60.95,Phone Order,4,SoCal 4
Long Beach,3/9/25,2025,10,3,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,60.1,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,61. SOMETIMES I'M A VEGETARIAN,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,4,0,59.3,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,58.95,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,58.3,Phone Order,3,SoCal 4
Long Beach,3/9/25,2025,10,3,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,58.15,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,2929. J MAC,MEAT SANDWICHES,Sandwich,Meat Sandwiches,1,3,0,58.1,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,58,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,58,Take Out,4,SoCal 4
Long Beach,3/9/25,2025,10,3,89. SF GIANTS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,56.35,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,55.85,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,55.15,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,"668. TURKEY, TURKEY!",KID'S MENU,SANDWICH,MEAT SANDWICHES,1,9,0,54,Dine In,9,SoCal 4
Long Beach,3/9/25,2025,10,3,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,54,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,53.8,Phone Order,3,SoCal 4
Long Beach,3/9/25,2025,10,3,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,52.35,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,4,0,52.3,Phone Order,4,SoCal 4
Long Beach,3/9/25,2025,10,3,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,52.1,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,51.85,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,750. HADES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,3,0,51.8,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,3,0,50.8,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,50.8,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,50.15,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,3,0,50,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,422. BEAST MODE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,47.85,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,57. TED ROBINSON (Pastrami),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,4,0,47.8,Dine In,4,SoCal 4
Long Beach,3/9/25,2025,10,3,70. VEGAN MEATLESS MIKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,3,0,46.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,84. SUPER LUIGI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,46.2,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,9. [NAME OF THE GIRL IM DATING],MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,46,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,45.5,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,45,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,115. KEVIN BACON,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,44.85,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,44.65,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,249. GO KINGS!,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,3,0,44.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,43.8,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,173. GLADIATOR,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,3,0,43.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,43.5,Delivery,3,SoCal 4
Long Beach,3/9/25,2025,10,3,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,43.5,Phone Order,3,SoCal 4
Long Beach,3/9/25,2025,10,3,301. HANDSOME OWL,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,3,0,43.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,43.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,43.5,Dine In,3,SoCal 4
Long Beach,3/9/25,2025,10,3,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,43.5,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,276. JESSICA RABBIT,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,2,0,42.45,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,42.05,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,219. FALL'ING FOR IKE'S,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,2,0,41.7,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,41.5,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,40.5,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,40.5,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,40.5,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,40.05,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,2,0,40,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,311. LOVE TRIANGLE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,2,0,39.9,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,38.4,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,5577. JEFF GARCIA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,38.4,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,3,0,38.15,Take Out,3,SoCal 4
Long Beach,3/9/25,2025,10,3,526. HOWIE EAT IT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,37.95,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,346. JOHN WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,37.6,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,840. MILLENNIAL FALCONS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,36.55,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,750. HADES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,2,0,36.4,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,84. SUPER LUIGI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,36.4,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,860. TUCKNASTY (Roast Beef),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,2,0,36.4,Dine In,2,SoCal 4
Long Beach,3/9/25,2025,10,3,206. XXX-TINA,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,2,0,36.3,Take Out,2,SoCal 4
Long Beach,3/9/25,2025,10,3,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,2,0,36.3,Take Out,2,SoCal 4
