Location,End Date,Fiscal Year,Week,Period,Item,Category,Sub Category,Group with,Counts,Quantity (#),Discount ($),Total ($),Order Type,Number,Area
Long Beach,1/12/25,2025,2,1,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,21.9,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,21.9,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,957. THE DAMON BRUCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,21.25,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,564. DAY OFF,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,20.7,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,20.65,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,84. SUPER LUIGI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,20.45,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,20.1,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,20,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,240. MADISON BUMGARNER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,135. BRUCE WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,19,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,892. PIRATES OR PILATES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,19,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,9. [NAME OF THE GIRL IM DATING],MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,19,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,311. LOVE TRIANGLE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.45,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,411. WHAT HAPPENS AT IKE'S STAYS AT IKE'S,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.45,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,49. THE 49ER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.2,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.2,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,1122. TAILOR'S BOOTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,1122. TAILOR'S BOOTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,170. VEGAN NOT SO SLOPPY IKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,190. KELLY KAPOWSKI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,206. XXX-TINA,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,219. FALL'ING FOR IKE'S,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,249. GO KINGS!,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,291. PEE WEE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,301. HANDSOME OWL,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,414. VEGAN LITACANRANA,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,564. VEGAN DAY OFF (Long Beach Exclusive),VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,70. MEATLESS MIKE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,840. MILLENNIAL FALCONS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,892. PIRATES OR PILATES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,929. HALSEY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.15,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,18.1,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,304. CHESTER THE CHEETAH,KID'S MENU,SANDWICH,VEGGIE SANDWICHES,1,3,0,18,Dine In,3,SoCal 4
Long Beach,1/12/25,2025,2,1,CHICKEN STRIPS,KID'S MENU,SANDWICH,MEAT SANDWICHES,1,3,0,18,Dine In,3,SoCal 4
Long Beach,1/12/25,2025,2,1,162. MAYA ANGELOU,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,18,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17.7,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,405. ERIN COSCARELLI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,414. VEGAN LITACANRANA,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,17.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17.45,EZ Cater,1,SoCal 4
Long Beach,1/12/25,2025,2,1,301. VEGAN HANDSOME OWL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,17.45,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,564. VEGAN DAY OFF (Long Beach Exclusive),VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,17.45,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,291. VEGAN PEE WEE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,17,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,67. BAD SANTA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,17,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,70. VEGAN MEATLESS MIKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,17,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,892. PIRATES OR PILATES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,17,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,201. ADAM RICHMAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,34. HUNTER PENCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,6. HOT MOMMA HUDA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,6262. LOGAN WEBB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,6262. LOGAN WEBB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,895. CLUELESS,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,957. THE DAMON BRUCE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,"1999. HEY NOW, YOU'RE AN ALL-STAR",MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,210. VEGAN TERMINATORS,VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,16.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,1. ELVIS KIETH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,16.45,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,0.5. SPIFFY TIFFY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,15.95,15.95,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,262. MARSHALL'S CAJUN CLUB,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,276. JESSICA RABBIT,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,311. LOVE TRIANGLE,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,422. BEAST MODE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,422. BEAST MODE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,55. LINCECUM,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,562. DIRTBAGS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,63. 'HELLA' FAT BASTARD,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,750. HADES,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,91. PAUL REUBEN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,15.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,"668. TURKEY, TURKEY!",KID'S MENU,SANDWICH,MEAT SANDWICHES,1,2,0,15.1,Take Out,2,SoCal 4
Long Beach,1/12/25,2025,2,1,57. TED ROBINSON (Pastrami),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,14.9,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,623. GRANMA PAT (Steak),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,14.9,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,68. CHASE OTTNEY IS HELLA SEXY,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.9,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,106. DESPERATE HOUSEWIFE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,111. MENAGE A TROIS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,118. DA VINCI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,170. VEGAN NOT SO SLOPPY IKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,18. MATT CAIN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,2. HOLLYWOULD'S SF CHEESESTEAK,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,213. NATE DOGG,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,219. FALL'ING FOR IKE'S,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,219. VEGAN FALL'ING FOR IKE'S,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,235. VEGAN THE TIME TRAVELER'S WIFE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,235. VEGAN THE TIME TRAVELER'S WIFE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,246. JAMES & THE GIANT PEACH,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,246. VEGAN JAMES & THE GIANT PEACH,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,249. GO KINGS!,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,25. BARRY BONDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,292. VEGAN PIRATES OF THE CARIBBEAN,VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,296. HOLY NAME PANTHERS,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,299. VEGAN MEL-LO KITTY,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,3. MAYOOSE'S CA-BLT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,3. MAYOOSE'S CA-BLT,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,301. VEGAN HANDSOME OWL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,315. VEGAN BONNIE-JILL,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,345. STEPHEN HAWKING,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,346. JOHN WAYNE,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,405. ERIN COSCARELLI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,405. ERIN COSCARELLI,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,414. LITACANRANA,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,414. LITACANRANA,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,564. VEGAN DAY OFF (Long Beach Exclusive),VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,65. JIM ROME,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,70. VEGAN MEATLESS MIKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,70. VEGAN MEATLESS MIKE,VEGAN SANDWICHES,SANDWICH,VEGAN SANDWICHES,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,71. STEVE JOBS,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,99. WE'RE JUST FRIENDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,14.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,VEGANUARY,VEGAN SANDWICHES,Sandwich,Vegan Sandwiches,1,1,0,14.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,239. SNEAKY KITTY,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,14.45,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,623. GRANMA PAT (Steak),CREATE YOUR OWN,SANDWICH,MEAT SANDWICHES,1,1,0,14.45,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,115. KEVIN BACON,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.95,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,19. TONY GWYNN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,25. BARRY BONDS,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,30. BACKSTABBER,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,325. AMUNA'S TUNA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,6. HOT MOMMA HUDA,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,61. SOMETIMES I'M A VEGETARIAN,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,13.5,Delivery,1,SoCal 4
Long Beach,1/12/25,2025,2,1,61. SOMETIMES I'M A VEGETARIAN,VEGGIE SANDWICHES,SANDWICH,VEGGIE SANDWICHES,1,1,0,13.5,Take Out,1,SoCal 4
Long Beach,1/12/25,2025,2,1,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Phone Order,1,SoCal 4
Long Beach,1/12/25,2025,2,1,98. JAYMEE SIREWICH,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,13.5,Dine In,1,SoCal 4
Long Beach,1/12/25,2025,2,1,352. I DA MAN,MEAT SANDWICHES,SANDWICH,MEAT SANDWICHES,1,1,0,12.95,Dine In,1,SoCal 4
