Date,DOW,Cal Year,Week,Period,Quarter,Location,Area,This Year Net Sales,Last Year Net Sales,This Year Transactions,Last Year Transactions,Catering Sales
1/13/24,Saturday,2024,2,1,1,Westminster,SoCal 4,2098.26,0,83,0,0
1/14/24,Sunday,2024,2,1,1,Carson,SoCal 4,2740.65,1902.89,110,90,0
1/14/24,Sunday,2024,2,1,1,Costa Mesa,SoCal 4,2002.96,2424.13,77,97,0
1/14/24,Sunday,2024,2,1,1,El Segundo,SoCal 4,1898.04,1984.16,84,94,0
1/14/24,Sunday,2024,2,1,1,Five Points,SoCal 4,1886.51,,86,,0
1/14/24,Sunday,2024,2,1,1,Fountain Valley,SoCal 4,1611.95,2504.25,69,110,0
1/14/24,Sunday,2024,2,1,1,LBX,SoCal 4,2844.02,,125,,0
1/14/24,Sunday,2024,2,1,1,Long Beach,SoCal 4,2685.84,2780.03,113,119,0
1/14/24,Sunday,2024,2,1,1,Manhattan Beach,SoCal 4,3024.71,3619.43,123,138,0
1/14/24,Sunday,2024,2,1,1,Marina Del Rey,SoCal 4,3406.57,1870.79,93,82,1194
1/14/24,Sunday,2024,2,1,1,Newport Beach,SoCal 4,1627.8,1917.88,75,74,160
1/14/24,Sunday,2024,2,1,1,Tustin,SoCal 4,2412.43,3752.89,103,132,0
1/14/24,Sunday,2024,2,1,1,Westminster,SoCal 4,1486,0,62,0,0
1/10/25,Friday,2025,2,1,1,Carson,SoCal 4,2880.18,2607.13,121,123,170
1/10/25,Friday,2025,2,1,1,Costa Mesa,SoCal 4,2117.29,1938.03,102,89,0
1/10/25,Friday,2025,2,1,1,El Segundo,SoCal 4,2268.14,2905.62,93,117,0
1/10/25,Friday,2025,2,1,1,Five Points,SoCal 4,1662.53,1590.42,76,82,0
1/10/25,Friday,2025,2,1,1,Fountain Valley,SoCal 4,2764.17,3462.43,86,114,510
1/10/25,Friday,2025,2,1,1,LBX,SoCal 4,3881.93,2793.57,169,147,476
1/10/25,Friday,2025,2,1,1,Long Beach,SoCal 4,3328.79,3477.47,130,157,0
1/10/25,Friday,2025,2,1,1,Manhattan Beach,SoCal 4,2828.13,2639.85,107,122,589
1/10/25,Friday,2025,2,1,1,Marina Del Rey,SoCal 4,2823.83,2045.39,91,97,600
1/10/25,Friday,2025,2,1,1,Newport Beach,SoCal 4,3056.35,2003.93,121,94,209
1/10/25,Friday,2025,2,1,1,Tustin,SoCal 4,3661.91,2175.27,121,99,415
1/10/25,Friday,2025,2,1,1,Westminster,SoCal 4,1739.9,1623.33,80,82,0
1/9/25,Thursday,2025,2,1,1,Carson,SoCal 4,2977.23,2068.74,103,98,500
1/9/25,Thursday,2025,2,1,1,Costa Mesa,SoCal 4,2038.75,2254.98,75,95,283
1/9/25,Thursday,2025,2,1,1,El Segundo,SoCal 4,2736.81,2768.74,104,119,0
1/9/25,Thursday,2025,2,1,1,Five Points,SoCal 4,1355.96,1679.3,64,94,0
1/9/25,Thursday,2025,2,1,1,Fountain Valley,SoCal 4,1934.93,2631.67,91,112,0
1/9/25,Thursday,2025,2,1,1,LBX,SoCal 4,2864.85,2694.18,142,143,0
1/9/25,Thursday,2025,2,1,1,Long Beach,SoCal 4,3186.37,4463.77,140,130,0
1/9/25,Thursday,2025,2,1,1,Manhattan Beach,SoCal 4,3481.91,2320.54,117,97,880.25
1/9/25,Thursday,2025,2,1,1,Marina Del Rey,SoCal 4,4208.66,2181.35,82,98,2503
1/9/25,Thursday,2025,2,1,1,Newport Beach,SoCal 4,3599.72,3095.44,149,141,523
1/9/25,Thursday,2025,2,1,1,Tustin,SoCal 4,4187.07,3823.34,120,98,881.7
1/9/25,Thursday,2025,2,1,1,Westminster,SoCal 4,2276.44,2257.86,90,96,343
1/8/25,Wednesday,2025,2,1,1,Carson,SoCal 4,2839.83,2086.35,112,95,365
1/8/25,Wednesday,2025,2,1,1,Costa Mesa,SoCal 4,1827.67,2165.31,79,80,0
1/8/25,Wednesday,2025,2,1,1,El Segundo,SoCal 4,2538.56,3739.97,107,137,107
1/8/25,Wednesday,2025,2,1,1,Five Points,SoCal 4,1271.73,1637.32,61,98,0
1/8/25,Wednesday,2025,2,1,1,Fountain Valley,SoCal 4,2193.59,1759.59,88,80,270
1/8/25,Wednesday,2025,2,1,1,LBX,SoCal 4,2367.05,2655.68,118,139,170
1/8/25,Wednesday,2025,2,1,1,Long Beach,SoCal 4,2933.32,2612.34,136,132,0
1/8/25,Wednesday,2025,2,1,1,Manhattan Beach,SoCal 4,2910.28,2183.04,112,103,174
1/8/25,Wednesday,2025,2,1,1,Marina Del Rey,SoCal 4,2217.76,2340.55,89,102,0
1/8/25,Wednesday,2025,2,1,1,Newport Beach,SoCal 4,3101.21,3553.17,114,121,0
1/8/25,Wednesday,2025,2,1,1,Tustin,SoCal 4,2755.82,3130.31,96,97,0
1/8/25,Wednesday,2025,2,1,1,Westminster,SoCal 4,2372.55,1865.62,69,85,865.5
1/7/25,Tuesday,2025,2,1,1,Carson,SoCal 4,2148.87,2880.28,102,106,0
1/7/25,Tuesday,2025,2,1,1,Costa Mesa,SoCal 4,2440.05,1445.35,72,70,141.5
1/7/25,Tuesday,2025,2,1,1,El Segundo,SoCal 4,2991.45,2566.2,101,108,451.5
1/7/25,Tuesday,2025,2,1,1,Five Points,SoCal 4,1340.59,1323.44,57,76,0
1/7/25,Tuesday,2025,2,1,1,Fountain Valley,SoCal 4,1834.3,2462.32,85,104,0
1/7/25,Tuesday,2025,2,1,1,LBX,SoCal 4,3123.25,2120.63,129,125,611
1/7/25,Tuesday,2025,2,1,1,Long Beach,SoCal 4,2191.82,3297.63,111,135,0
1/7/25,Tuesday,2025,2,1,1,Manhattan Beach,SoCal 4,2297.94,2639.34,111,119,0
1/7/25,Tuesday,2025,2,1,1,Marina Del Rey,SoCal 4,1649.97,1509.24,78,79,118.5
1/7/25,Tuesday,2025,2,1,1,Newport Beach,SoCal 4,2564.49,4151.85,86,125,454
1/7/25,Tuesday,2025,2,1,1,Tustin,SoCal 4,2783.81,2413.05,105,85,225.5
1/7/25,Tuesday,2025,2,1,1,Westminster,SoCal 4,1306.73,1753.02,60,71,0
1/6/25,Monday,2025,2,1,1,Carson,SoCal 4,2149.23,2578.19,96,81,0
1/6/25,Monday,2025,2,1,1,Costa Mesa,SoCal 4,1162.81,1114.18,53,60,0
1/6/25,Monday,2025,2,1,1,El Segundo,SoCal 4,2943.49,2815.85,115,117,219
1/6/25,Monday,2025,2,1,1,Five Points,SoCal 4,1121.7,1280.02,67,63,0
1/6/25,Monday,2025,2,1,1,Fountain Valley,SoCal 4,1273.86,1969.45,68,88,0
1/6/25,Monday,2025,2,1,1,LBX,SoCal 4,2462.06,3042.5,135,153,0
1/6/25,Monday,2025,2,1,1,Long Beach,SoCal 4,2687.02,2878.83,124,140,0
1/6/25,Monday,2025,2,1,1,Manhattan Beach,SoCal 4,1813.65,2137.16,89,103,0
1/6/25,Monday,2025,2,1,1,Marina Del Rey,SoCal 4,2256.75,1558.45,72,81,908
1/6/25,Monday,2025,2,1,1,Newport Beach,SoCal 4,2539.27,2912.44,116,137,170
1/6/25,Monday,2025,2,1,1,Tustin,SoCal 4,2614.58,2207.14,80,95,735
1/6/25,Monday,2025,2,1,1,Westminster,SoCal 4,1579.99,1403.86,68,70,0
1/11/25,Saturday,2025,2,1,1,Carson,SoCal 4,3068.91,2578.33,108,113,170
1/11/25,Saturday,2025,2,1,1,Costa Mesa,SoCal 4,2082.01,1831.49,68,81,415
1/11/25,Saturday,2025,2,1,1,El Segundo,SoCal 4,1840.04,2211.84,70,86,0
1/11/25,Saturday,2025,2,1,1,Five Points,SoCal 4,1517.93,2225.68,65,101,0
1/11/25,Saturday,2025,2,1,1,Fountain Valley,SoCal 4,1975.38,2463.91,84,106,0
1/12/25,Sunday,2025,2,1,1,Carson,SoCal 4,2557,2740.65,108,110,0
1/11/25,Saturday,2025,2,1,1,LBX,SoCal 4,3559.62,2853.69,164,147,0
1/11/25,Saturday,2025,2,1,1,Long Beach,SoCal 4,3632.33,3004.18,139,122,0
1/11/25,Saturday,2025,2,1,1,Manhattan Beach,SoCal 4,2707.98,3425.93,97,131,0
1/11/25,Saturday,2025,2,1,1,Marina Del Rey,SoCal 4,2074.67,2521.9,76,107,170
1/11/25,Saturday,2025,2,1,1,Newport Beach,SoCal 4,2212.23,2253.3,89,91,0
1/11/25,Saturday,2025,2,1,1,Tustin,SoCal 4,3513.35,2631.6,125,98,219
1/11/25,Saturday,2025,2,1,1,Westminster,SoCal 4,2014.7,2098.26,68,83,170
1/12/25,Sunday,2025,2,1,1,Costa Mesa,SoCal 4,2085.61,2002.96,89,77,0
1/12/25,Sunday,2025,2,1,1,El Segundo,SoCal 4,2463.65,1898.04,76,84,620.5
1/12/25,Sunday,2025,2,1,1,Five Points,SoCal 4,1597.12,1886.51,63,86,0
1/12/25,Sunday,2025,2,1,1,Fountain Valley,SoCal 4,1556.19,1611.95,73,69,0
1/12/25,Sunday,2025,2,1,1,LBX,SoCal 4,3067.3,2844.02,149,125,0
1/12/25,Sunday,2025,2,1,1,Long Beach,SoCal 4,4367.71,2685.84,166,113,0
1/12/25,Sunday,2025,2,1,1,Manhattan Beach,SoCal 4,3282.35,3024.71,115,123,0
1/12/25,Sunday,2025,2,1,1,Marina Del Rey,SoCal 4,2089.55,3406.57,71,93,522.5
1/12/25,Sunday,2025,2,1,1,Newport Beach,SoCal 4,2226.01,1627.8,94,75,170
1/12/25,Sunday,2025,2,1,1,Tustin,SoCal 4,3690.26,2412.43,121,103,0
1/12/25,Sunday,2025,2,1,1,Westminster,SoCal 4,2106.15,1486,69,62,190
1/15/24,Monday,2024,3,1,1,Carson,SoCal 4,2771.4,2590.04,123,120,0
1/15/24,Monday,2024,3,1,1,Costa Mesa,SoCal 4,1674.37,1828.29,83,87,0
1/15/24,Monday,2024,3,1,1,El Segundo,SoCal 4,1832.26,2555.54,87,118,0
1/15/24,Monday,2024,3,1,1,Five Points,SoCal 4,1848.49,,95,,0
1/15/24,Monday,2024,3,1,1,Fountain Valley,SoCal 4,1834.73,2975.92,74,132,192
1/15/24,Monday,2024,3,1,1,LBX,SoCal 4,3584.48,,165,,0
1/15/24,Monday,2024,3,1,1,Long Beach,SoCal 4,3072.59,3052.4,140,129,0
1/15/24,Monday,2024,3,1,1,Manhattan Beach,SoCal 4,3371.38,3214.28,126,135,0
1/15/24,Monday,2024,3,1,1,Marina Del Rey,SoCal 4,2613.96,2131.63,119,91,0
1/15/24,Monday,2024,3,1,1,Newport Beach,SoCal 4,2091.43,1872.65,88,91,199
1/15/24,Monday,2024,3,1,1,Tustin,SoCal 4,2878.13,3166.1,104,119,0
1/15/24,Monday,2024,3,1,1,Westminster,SoCal 4,1587.97,0,76,0,0
1/16/24,Tuesday,2024,3,1,1,Carson,SoCal 4,2880.94,2459.28,115,98,233
1/16/24,Tuesday,2024,3,1,1,Costa Mesa,SoCal 4,1447.6,1284.99,71,69,0
1/16/24,Tuesday,2024,3,1,1,El Segundo,SoCal 4,2243.6,2933.9,104,134,419
1/16/24,Tuesday,2024,3,1,1,Five Points,SoCal 4,1162.29,,63,,0
1/16/24,Tuesday,2024,3,1,1,Fountain Valley,SoCal 4,1969.52,2456.37,92,122,0
1/16/24,Tuesday,2024,3,1,1,LBX,SoCal 4,2657.96,,130,,0
1/16/24,Tuesday,2024,3,1,1,Long Beach,SoCal 4,2635.61,2788.39,123,113,0
1/16/24,Tuesday,2024,3,1,1,Manhattan Beach,SoCal 4,2408.63,3128.86,104,132,240
1/16/24,Tuesday,2024,3,1,1,Marina Del Rey,SoCal 4,1857.53,1866.79,90,92,0
1/16/24,Tuesday,2024,3,1,1,Newport Beach,SoCal 4,2603.57,2805.49,105,124,215
1/16/24,Tuesday,2024,3,1,1,Tustin,SoCal 4,2306.71,2469.28,99,116,0
1/16/24,Tuesday,2024,3,1,1,Westminster,SoCal 4,1317.39,0,61,0,229
1/17/24,Wednesday,2024,3,1,1,Carson,SoCal 4,3388.14,2127.95,115,102,699
1/17/24,Wednesday,2024,3,1,1,Costa Mesa,SoCal 4,1344.78,1596.85,75,85,0
1/17/24,Wednesday,2024,3,1,1,El Segundo,SoCal 4,3955.3,2600.29,129,135,677.5
1/17/24,Wednesday,2024,3,1,1,Five Points,SoCal 4,1318.8,,78,,0
1/17/24,Wednesday,2024,3,1,1,Fountain Valley,SoCal 4,1797.73,2827.82,81,126,199
1/17/24,Wednesday,2024,3,1,1,LBX,SoCal 4,2861.43,,137,,0
1/17/24,Wednesday,2024,3,1,1,Long Beach,SoCal 4,3414.86,2836.19,151,144,480
1/17/24,Wednesday,2024,3,1,1,Manhattan Beach,SoCal 4,2317.19,2269.64,102,117,0
1/17/24,Wednesday,2024,3,1,1,Marina Del Rey,SoCal 4,2219.51,1991.58,99,94,0
1/17/24,Wednesday,2024,3,1,1,Newport Beach,SoCal 4,2699.07,1967.19,121,91,480
1/17/24,Wednesday,2024,3,1,1,Tustin,SoCal 4,2888.34,3235.98,98,126,0
1/17/24,Wednesday,2024,3,1,1,Westminster,SoCal 4,1523.62,0,67,0,0
1/18/24,Thursday,2024,3,1,1,Carson,SoCal 4,3905.18,4425.02,137,109,816
1/18/24,Thursday,2024,3,1,1,Costa Mesa,SoCal 4,1374.06,1746.86,74,90,0
1/18/24,Thursday,2024,3,1,1,El Segundo,SoCal 4,3640.8,2891.1,128,155,759.5
1/18/24,Thursday,2024,3,1,1,Five Points,SoCal 4,1611.09,,86,,37
1/18/24,Thursday,2024,3,1,1,Fountain Valley,SoCal 4,2340.9,3060.09,108,136,0
1/18/24,Thursday,2024,3,1,1,LBX,SoCal 4,2890.37,,135,,320
1/18/24,Thursday,2024,3,1,1,Long Beach,SoCal 4,5183.16,4656.14,141,198,2282
1/18/24,Thursday,2024,3,1,1,Manhattan Beach,SoCal 4,2890.31,2990.88,127,142,240
1/18/24,Thursday,2024,3,1,1,Marina Del Rey,SoCal 4,1993.39,1623.75,101,83,0
1/18/24,Thursday,2024,3,1,1,Newport Beach,SoCal 4,2637.37,3407.55,120,128,16
1/18/24,Thursday,2024,3,1,1,Tustin,SoCal 4,3648.51,3270.6,96,106,1393
1/18/24,Thursday,2024,3,1,1,Westminster,SoCal 4,1716.26,0,80,0,0
1/19/24,Friday,2024,3,1,1,Carson,SoCal 4,3137.4,2713.99,119,112,473
1/19/24,Friday,2024,3,1,1,Costa Mesa,SoCal 4,1755.05,2064.86,87,103,0
1/19/24,Friday,2024,3,1,1,El Segundo,SoCal 4,3658.33,3098.66,119,144,1224
1/19/24,Friday,2024,3,1,1,Five Points,SoCal 4,1786.57,,84,,0
1/19/24,Friday,2024,3,1,1,Fountain Valley,SoCal 4,2676.27,3342,79,154,1011
1/19/24,Friday,2024,3,1,1,LBX,SoCal 4,3491.59,,165,,199
1/19/24,Friday,2024,3,1,1,Long Beach,SoCal 4,3151.56,3876.76,143,154,0
1/19/24,Friday,2024,3,1,1,Manhattan Beach,SoCal 4,2844.12,3773.92,129,167,0
1/19/24,Friday,2024,3,1,1,Marina Del Rey,SoCal 4,1814.44,3681.77,96,93,0
1/19/24,Friday,2024,3,1,1,Newport Beach,SoCal 4,2869.79,2860.17,115,128,0
1/19/24,Friday,2024,3,1,1,Tustin,SoCal 4,2678.6,2847.44,102,110,322
1/19/24,Friday,2024,3,1,1,Westminster,SoCal 4,1948.33,0,93,0,0
1/20/24,Saturday,2024,3,1,1,Carson,SoCal 4,2564.26,2524.24,94,95,340
1/20/24,Saturday,2024,3,1,1,Costa Mesa,SoCal 4,1482.3,1856.6,65,89,0
1/20/24,Saturday,2024,3,1,1,El Segundo,SoCal 4,1609.62,2193.17,68,100,0
1/20/24,Saturday,2024,3,1,1,Five Points,SoCal 4,1655.05,,73,,0
1/20/24,Saturday,2024,3,1,1,Fountain Valley,SoCal 4,2005.48,4153.73,78,160,0
1/20/24,Saturday,2024,3,1,1,LBX,SoCal 4,2201.26,,112,,0
1/20/24,Saturday,2024,3,1,1,Long Beach,SoCal 4,4064.76,5366.04,123,161,524
1/20/24,Saturday,2024,3,1,1,Manhattan Beach,SoCal 4,2434.4,3798.13,103,151,0
1/20/24,Saturday,2024,3,1,1,Marina Del Rey,SoCal 4,1835.42,2141.08,81,105,0
1/20/24,Saturday,2024,3,1,1,Newport Beach,SoCal 4,1627.9,1746.32,73,80,0
1/20/24,Saturday,2024,3,1,1,Tustin,SoCal 4,2627.44,3343.71,88,129,505
1/20/24,Saturday,2024,3,1,1,Westminster,SoCal 4,1310.38,0,51,0,0
1/21/24,Sunday,2024,3,1,1,Carson,SoCal 4,2075.03,2974.57,87,113,0
1/21/24,Sunday,2024,3,1,1,Costa Mesa,SoCal 4,1823.01,2380.55,76,107,0
1/21/24,Sunday,2024,3,1,1,El Segundo,SoCal 4,2321.71,1980.45,83,79,0
1/21/24,Sunday,2024,3,1,1,Five Points,SoCal 4,1517.8,,76,,0
1/21/24,Sunday,2024,3,1,1,Fountain Valley,SoCal 4,1864.01,3042.8,78,131,0
1/21/24,Sunday,2024,3,1,1,LBX,SoCal 4,3299.26,,164,,0
1/21/24,Sunday,2024,3,1,1,Long Beach,SoCal 4,3664.46,3116.74,129,130,0
1/21/24,Sunday,2024,3,1,1,Manhattan Beach,SoCal 4,2671.07,4179.1,104,162,0
1/21/24,Sunday,2024,3,1,1,Marina Del Rey,SoCal 4,2449.1,2329.26,108,94,0
1/21/24,Sunday,2024,3,1,1,Newport Beach,SoCal 4,1377.84,1944.74,66,73,0
1/21/24,Sunday,2024,3,1,1,Tustin,SoCal 4,2829.96,3462.6,110,138,0
1/21/24,Sunday,2024,3,1,1,Westminster,SoCal 4,1942.59,0,76,0,0
1/18/25,Saturday,2025,3,1,1,Carson,SoCal 4,2564.14,2564.26,96,94,170
1/18/25,Saturday,2025,3,1,1,Costa Mesa,SoCal 4,2175.95,1482.3,80,65,0
1/18/25,Saturday,2025,3,1,1,El Segundo,SoCal 4,1762.13,1609.62,75,68,0
1/18/25,Saturday,2025,3,1,1,Five Points,SoCal 4,1415.28,1655.05,56,73,0
1/18/25,Saturday,2025,3,1,1,Fountain Valley,SoCal 4,2403.37,2005.48,92,78,170
1/18/25,Saturday,2025,3,1,1,LBX,SoCal 4,3244.87,2201.26,168,112,0
1/18/25,Saturday,2025,3,1,1,Long Beach,SoCal 4,4431.38,4064.76,154,123,0
1/18/25,Saturday,2025,3,1,1,Manhattan Beach,SoCal 4,2469.55,2434.4,104,103,0
1/18/25,Saturday,2025,3,1,1,Marina Del Rey,SoCal 4,2473.09,1835.42,107,81,0
1/18/25,Saturday,2025,3,1,1,Newport Beach,SoCal 4,1996.77,1627.9,87,73,0
1/18/25,Saturday,2025,3,1,1,Tustin,SoCal 4,2511.86,2627.44,98,88,190
1/18/25,Saturday,2025,3,1,1,Westminster,SoCal 4,1521.05,1310.38,64,51,0
1/17/25,Friday,2025,3,1,1,Carson,SoCal 4,4023.82,3137.4,135,119,195
1/17/25,Friday,2025,3,1,1,Costa Mesa,SoCal 4,2374.63,1755.05,78,87,827.5
1/17/25,Friday,2025,3,1,1,El Segundo,SoCal 4,2979.09,3658.33,115,119,473
1/17/25,Friday,2025,3,1,1,Five Points,SoCal 4,1259.75,1786.57,59,84,0
1/17/25,Friday,2025,3,1,1,Fountain Valley,SoCal 4,2243.52,2676.27,94,79,0
1/17/25,Friday,2025,3,1,1,LBX,SoCal 4,2920.18,3491.59,151,165,170
1/17/25,Friday,2025,3,1,1,Long Beach,SoCal 4,3572.47,3151.56,160,143,361.5
1/17/25,Friday,2025,3,1,1,Manhattan Beach,SoCal 4,2619.99,2844.12,112,129,0
1/17/25,Friday,2025,3,1,1,Marina Del Rey,SoCal 4,1946.99,1814.44,86,96,0
1/17/25,Friday,2025,3,1,1,Newport Beach,SoCal 4,3217.48,2869.79,110,115,729
1/17/25,Friday,2025,3,1,1,Tustin,SoCal 4,3487.72,2678.6,128,102,60
1/17/25,Friday,2025,3,1,1,Westminster,SoCal 4,1221.79,1948.33,53,93,0
1/16/25,Thursday,2025,3,1,1,Carson,SoCal 4,2426.19,3905.18,100,137,170
1/16/25,Thursday,2025,3,1,1,Costa Mesa,SoCal 4,2141.8,1374.06,77,74,369
1/16/25,Thursday,2025,3,1,1,El Segundo,SoCal 4,2436.11,3640.8,120,128,53.5
1/16/25,Thursday,2025,3,1,1,Five Points,SoCal 4,1461.09,1611.09,71,86,0
1/16/25,Thursday,2025,3,1,1,Fountain Valley,SoCal 4,1465.59,2340.9,65,108,0
1/16/25,Thursday,2025,3,1,1,LBX,SoCal 4,2066.74,2890.37,108,135,0
1/16/25,Thursday,2025,3,1,1,Long Beach,SoCal 4,3568.81,5183.16,138,141,135
1/16/25,Thursday,2025,3,1,1,Manhattan Beach,SoCal 4,2013.5,2890.31,105,127,0
1/16/25,Thursday,2025,3,1,1,Marina Del Rey,SoCal 4,1990.7,1993.39,80,101,0
1/16/25,Thursday,2025,3,1,1,Newport Beach,SoCal 4,2444.23,2637.37,119,120,0
1/16/25,Thursday,2025,3,1,1,Tustin,SoCal 4,2459.92,3648.51,110,96,0
1/16/25,Thursday,2025,3,1,1,Westminster,SoCal 4,1564.64,1716.26,67,80,111
1/15/25,Wednesday,2025,3,1,1,Carson,SoCal 4,2616.25,3388.14,103,115,434.5
1/15/25,Wednesday,2025,3,1,1,Costa Mesa,SoCal 4,1984.74,1344.78,85,75,24.45
1/15/25,Wednesday,2025,3,1,1,El Segundo,SoCal 4,3689.12,3955.3,118,129,983
1/15/25,Wednesday,2025,3,1,1,Five Points,SoCal 4,1073.88,1318.8,61,78,0
1/15/25,Wednesday,2025,3,1,1,Fountain Valley,SoCal 4,2173.9,1797.73,80,81,0
1/15/25,Wednesday,2025,3,1,1,LBX,SoCal 4,2537.2,2861.43,125,137,0
1/15/25,Wednesday,2025,3,1,1,Long Beach,SoCal 4,3008.66,3414.86,135,151,0
1/15/25,Wednesday,2025,3,1,1,Manhattan Beach,SoCal 4,2895.72,2317.19,97,102,940.9
1/15/25,Wednesday,2025,3,1,1,Marina Del Rey,SoCal 4,1674.18,2219.51,64,99,0
1/15/25,Wednesday,2025,3,1,1,Newport Beach,SoCal 4,4683.75,2699.07,131,121,1796.5
1/15/25,Wednesday,2025,3,1,1,Tustin,SoCal 4,4239.92,2888.34,112,98,1511.25
1/15/25,Wednesday,2025,3,1,1,Westminster,SoCal 4,1691.9,1523.62,72,67,305
1/14/25,Tuesday,2025,3,1,1,Carson,SoCal 4,2972.03,2880.94,116,115,259
1/14/25,Tuesday,2025,3,1,1,Costa Mesa,SoCal 4,1498.9,1447.6,51,71,340
1/14/25,Tuesday,2025,3,1,1,El Segundo,SoCal 4,3318.95,2243.6,101,104,1294
1/14/25,Tuesday,2025,3,1,1,Five Points,SoCal 4,1108.75,1162.29,60,63,0
1/14/25,Tuesday,2025,3,1,1,Fountain Valley,SoCal 4,1353.13,1969.52,61,92,0
1/14/25,Tuesday,2025,3,1,1,LBX,SoCal 4,2760.79,2657.96,127,130,0
1/14/25,Tuesday,2025,3,1,1,Long Beach,SoCal 4,2790.8,2635.61,135,123,181.5
1/14/25,Tuesday,2025,3,1,1,Manhattan Beach,SoCal 4,2131.4,2408.63,100,104,0
1/14/25,Tuesday,2025,3,1,1,Marina Del Rey,SoCal 4,1535.7,1857.53,60,90,245
1/14/25,Tuesday,2025,3,1,1,Newport Beach,SoCal 4,3673.67,2603.57,93,105,1389
1/14/25,Tuesday,2025,3,1,1,Tustin,SoCal 4,4533.17,2306.71,93,99,2312
1/14/25,Tuesday,2025,3,1,1,Westminster,SoCal 4,1043.5,1317.39,50,61,0
1/13/25,Monday,2025,3,1,1,Carson,SoCal 4,2279.56,2771.4,93,123,219
1/13/25,Monday,2025,3,1,1,Costa Mesa,SoCal 4,1407.8,1674.37,64,83,0
1/13/25,Monday,2025,3,1,1,El Segundo,SoCal 4,2185.22,1832.26,89,87,0
1/13/25,Monday,2025,3,1,1,Five Points,SoCal 4,1085.08,1848.49,49,95,0
1/13/25,Monday,2025,3,1,1,Fountain Valley,SoCal 4,1769.52,1834.73,74,74,0
1/13/25,Monday,2025,3,1,1,LBX,SoCal 4,2913.92,3584.48,123,165,0
1/13/25,Monday,2025,3,1,1,Long Beach,SoCal 4,2676.96,3072.59,130,140,0
1/13/25,Monday,2025,3,1,1,Manhattan Beach,SoCal 4,2464.6,3371.38,99,126,245
1/13/25,Monday,2025,3,1,1,Marina Del Rey,SoCal 4,1631.89,2613.96,76,119,99
1/13/25,Monday,2025,3,1,1,Newport Beach,SoCal 4,2869.21,2091.43,128,88,0
1/13/25,Monday,2025,3,1,1,Tustin,SoCal 4,2804.27,2878.13,96,104,0
1/13/25,Monday,2025,3,1,1,Westminster,SoCal 4,1511.81,1587.97,69,76,111
1/19/25,Sunday,2025,3,1,1,Carson,SoCal 4,2942.85,2075.03,107,87,314.5
1/19/25,Sunday,2025,3,1,1,Costa Mesa,SoCal 4,2114.1,1823.01,86,76,54
1/19/25,Sunday,2025,3,1,1,El Segundo,SoCal 4,2577.89,2321.71,66,83,878
1/19/25,Sunday,2025,3,1,1,Five Points,SoCal 4,1677.1,1517.8,68,76,0
1/19/25,Sunday,2025,3,1,1,Fountain Valley,SoCal 4,2126.28,1864.01,88,78,0
1/19/25,Sunday,2025,3,1,1,LBX,SoCal 4,3548.4,3299.26,181,164,0
1/19/25,Sunday,2025,3,1,1,Long Beach,SoCal 4,3672.54,3664.46,134,129,0
1/19/25,Sunday,2025,3,1,1,Manhattan Beach,SoCal 4,2610.9,2671.07,103,104,0
1/19/25,Sunday,2025,3,1,1,Marina Del Rey,SoCal 4,3554.55,2449.1,82,108,1673.5
1/19/25,Sunday,2025,3,1,1,Newport Beach,SoCal 4,1571.6,1377.84,71,66,0
1/19/25,Sunday,2025,3,1,1,Tustin,SoCal 4,3110.89,2829.96,116,110,0
1/19/25,Sunday,2025,3,1,1,Westminster,SoCal 4,1754.05,1942.59,64,76,0
1/22/24,Monday,2024,4,1,1,Carson,SoCal 4,2575.77,1756.59,110,98,160
1/22/24,Monday,2024,4,1,1,Costa Mesa,SoCal 4,1487.06,1590.36,66,83,0
1/22/24,Monday,2024,4,1,1,El Segundo,SoCal 4,2988.44,3299.15,102,138,500
1/22/24,Monday,2024,4,1,1,Five Points,SoCal 4,1212.57,,64,,215
1/22/24,Monday,2024,4,1,1,Fountain Valley,SoCal 4,2172.06,2529.44,87,109,185
1/22/24,Monday,2024,4,1,1,LBX,SoCal 4,2327.95,,133,,0
1/22/24,Monday,2024,4,1,1,Long Beach,SoCal 4,2325.8,3544.83,111,148,0
1/22/24,Monday,2024,4,1,1,Manhattan Beach,SoCal 4,2034.45,2353.47,89,125,0
1/22/24,Monday,2024,4,1,1,Marina Del Rey,SoCal 4,1734.85,2206.17,75,99,263
1/22/24,Monday,2024,4,1,1,Newport Beach,SoCal 4,2677.32,3104.11,112,123,380
1/22/24,Monday,2024,4,1,1,Tustin,SoCal 4,1851.45,2626.88,86,124,0
1/22/24,Monday,2024,4,1,1,Westminster,SoCal 4,1172.3,0,59,0,0
1/23/24,Tuesday,2024,4,1,1,Carson,SoCal 4,3667.23,1780.56,122,101,579
1/23/24,Tuesday,2024,4,1,1,Costa Mesa,SoCal 4,1299.12,2211.32,70,115,0
1/23/24,Tuesday,2024,4,1,1,El Segundo,SoCal 4,4146.81,3087.68,142,144,1155
1/23/24,Tuesday,2024,4,1,1,Five Points,SoCal 4,1280.59,,68,,0
1/23/24,Tuesday,2024,4,1,1,Fountain Valley,SoCal 4,2114.41,3096.4,97,110,0
1/23/24,Tuesday,2024,4,1,1,LBX,SoCal 4,2434.28,,121,,199
1/23/24,Tuesday,2024,4,1,1,Long Beach,SoCal 4,3052.12,3654.58,156,155,309
